reviews,sentiments
"total chaos departures immigration malaga airport. boarding quick, polite welcome cabin crew. beverage cart take prompt, followed lunch choice 3 entrees. food best described wholesome, meeting quality levels air france, swiss lufthansa short haul business class meals. menu still missing, like many aspects experience, ba cut lot covid reintroduced. mind, european trips 2022, ba charging 3 times fare levels 2019, overall value money poor. wifi work start finish flight. crew said worked way captain contacted london get fixed return. ba becoming shambolic, blaming far much covid time took responsibility failings.",Negative
"short haul flights best crew final leg giving excellent service hope for. chose flights carefully booked flights club world suits ying yang arrangement still offer. last minute aircraft changed put ying yang really pensioned ages ago! business class offer 4 across layout still squeezes 8 across. take one long haul leisure trip year business class always lose ""points game"" take exception paid full non refundable basis allowed reserve seats. points gained trip alone would allowed us bronze status given status trip useless us. status would allowed us book seats 7 days prior departure, still available, rather 24 hours available. long haul return flight unable book window seat boarding doors closed window seat still vacant. asked could move told fa would check. nothing happened take-off passenger moved economy seat. judging interaction would bet someone staff travel. think disgraceful full fare paying passenger treated like this. take-off 1930 hrs offered drinks service supper told could order drink would delivered tray meal. done meal would cold time ate it. summary would ever fly ba again? no, half chance going another airline.",Negative
"comfortable new suite flight great service good food. crew wonderful new seat great, except shoulder strap uncomfortable. entertainment great. wifi annoying, cutting needing constant reconnecting. generally positive experience.",Positive
"british airways terrible airline ive dealt with. caused family extreme stress disappointment - tried week speak someone cant make changes online. hang every time call - driven despair treatment customers. cant check online, application sucks much youre better trying code app itll probably work better, every time try check taken page says cant verify documents yet app website say youre verified ready go. upgrade pay upgrade says its guaranteed go check go airport online wont work, give different seat paid lower class offer nothing return. hope never misfortune getting stuck flying british airways ever again.",
british airways terrible airline ive ever dealt with. caused family extreme stress disappointment - tried week speak someone cant make changes online. hang every time call - driven despair treatment customers. choice cancel chance life time trip wed booked 2 18 year old boys flying another airline would alone japan ba cancelled trip cannot rebook online trip booked avios companion vouchers.,Negative
small plane busy route. service good food so. ran lot options left good. cabin crew ba actually really friendly.,Negative
"ba continue charge premium disgusting service, provided people customer service, tired, dirty cramped aircraft. 11 flights year, one managed depart arrive destinations on-time. including 3 business class tickets cancelled alternative economy offered, still refunds 3 months flight late missed connection, ba cancelled rest ticket, leaving stranded us.",
"flew back ba0254 bridgetown heathrow old club class. huge disappointment going new club class suites - end awful yin yang seating can't come soon enough. even tried pay ba's extortionate pre-booking rate seats - none left choose even weeks ahead. wife stuck middle 2 seats 4 - 13e f. good job overnighter managed sleep bit climb neighbours often. march film selection good. particularly friendly fa insisted face masks must worn even though ba's policy changed regarding flying back non-mask wearing destination ie. london. sort ba. took 20 minutes late big tailwind made time relatively smooth flight. dinner bad breakfast - fairly dire. wife's smoked salmon bagel dreadful. usual ba good, really good bad awful. recommend hesitatingly - come ba, great again. pay lot ""premium"" seats.",Negative
"first, actual flights fine staff 3 flights zrh-lhr, gva-lhr & lhr-zrh, first 2 economy, absolutely fine, chatty friendly, credit company. infrastructure however appalling. zrh-lhr impossible check-in online 2 staff check-in everyone 2 flights resulting mislabelled luggage hour delay sort out. gva-lhr, 2.5hrs late no-one lhr tow aircraft gate. lhr-zrh, 50mins late due slow gate staff. even check-in online queue airport get actual boarding pass! examples, reason, sort stressed ground staff, impossible recommend airline. onboard 10/10, getting onboard 1/10.",Negative
"flown economy ba years, shock! hard uncomfortable seats, small aged tv screens limited inflight entertainment. food service appalling. 13hr plus flight, socks, eye shades, ear plug amenity pack. antibacterial wipes offered. wi-fi advertised available flight. paid premium money budget airline, akin easy jet, ryanair jetstar. last time travelling ba 18 years flying them. ba really need buck service become flagship service used be.",Negative
"flew barbados 16 march ba 255 new club class suite. huge improvement old yin yang club class unfortunately endured way back. comfortable, big tv screen high quality picture good headphones, plenty nooks crannies storing small items private. nice friendly fa's called name pretty good drinks service good dinner served. let poor best choice movies in-flight entertainment system. thank goodness latest james bond movie showing. took landed time. smooth flight. one letdown - usual extortionate fee charged pre-booking seat. come ba, stop nickel diming - spoils could really good business class product already pay quite bit privilege. recommend usual caveats.",Positive
"complete utter chaos heathrow, yet again. surely ceo, sean doyle, must take responsibility step aside consistent continuous problems cause flights cancelled delayed. queue first wing check 10am today 1 hour, subsequent flight malaga 1.5 hrs late leaving gate. updated delays 3 times, strangely one person apologised said sorry - ba seems think normal practice nowadays. emerald oneworld, wish alternative ba become intolerable, flying 55 years since bea/boac days.",Negative
"british airways process upgrading 777 fleet new club suite, ba59 16-yrs-old, packed-like-sardines club world product. lounge cpt also bursting seams food orders behind many passengers left time food arrived. boarding, surprised find menu, amenity kit bottle water already placed storage drawer. suspect another cynical time-saving initiative part ba. frustratingly, menu turned incorrect replacement dishes probably worst ever encountered business class airline. drinks run cancelled without warning spurious basis passenger nut allergy. hard avoid suspicions cabin crew economical truth. apart rather turbulent ride, flight otherwise uneventful arrival slightly ahead schedule. baggage handling was, however, atrociously slow.",Negative
"flew funchal, madeira yesterday. madeira covid restrictions entry, yet ba asked us upload nhs vaccination passes, could check online. received ok hour later, husband not, couldnt check online. arrive heathrow 2 hours departure stood long queue check in. 3 desks open queue approx 100 travellers. several people went breaks disappeared one desk open, queue barely moving. went complain various ba staff, said manager told people coming. one blonde lady walked around ages, shepherding travellers queue, sitting desk. another man later likewise, making us wonder hadnt simply worked desks beginning. stood queue good hour, almost running security queue, thankfully moved quickly. hurriedly bought sandwich, walked departure gate stood bus plane. whole experience extremely stressful; took best part 2 hours. time sit plane. completely unnecessary! able check online, would happened. husbands vaccination pass fine, required madeira. think systems failure received email yesterday morning saying pass order, i, even though id previously told, could check online. also unnecessary ba staffed desks properly queue would moved. staff member told us ba laid lots staff lock begging return, treated badly, didnt want to. flight fine, time. given bag crisps bottle water, fine, nothing praise worthy.",Negative
"absolutely bad experience "" british airways."" two bookings past two years. cancelled. first one, understand, "" covid-19"" unexpected. today got another surprise. flight antalya may 2022 cancelled explanation given. definitely book ever them.",Negative
"really cant believe audacity call first class. check staff singapore abrupt unhelpful. official ba lounge singapore closed, theyre using cheap generic alternative, anyone pay twenty pounds go in. suffice say pleasant. onboard like middle bad comedy sketch. believe two stewardess ever first class training. ask slippers. first drink took nearly hour arrive, despite 8 passengers serve two them. poor woman sat next ordered wine, came filled brim. mean its first class, student house party. neither knowledge wines menu. food awful. steak dry, cooked tough, whichever catering manger signed canapé soggy mushroom top chunk polenta sacked immediately. say, cheese port nice. however worst thing constant galley noise. cart stowage immediately front seat 1k night, appeared incapable shutting without slamming. also seemed stored personal belongings bin immediately seat, were well. say seat well designed, personally im happy club would never first again.",Negative
"london dubai. family 6 kids 10 6 years old, savvy travelers, many holidays excited ba first time. disappointment became desperation eaten anything since dublin morning 7am. time eat lhr thought we'll get something usually around 1 hour flight. 3.5 hours take served food. food fine nothing special, issues beverage, attention kids expect many airlines, even kids book would good. movies outdated already watched. overall medium experience.",Negative
"one would think number crises ba incurs would emergency planning fine art. last flew ba may 2017 - yes, weekend last one crisis. swore never ended purchasing ticket aug 2018 bologna - ba cancelled flight. covid hit ended voucher. fast forward feb 26th, 2022. received message 5.30am 30mins lhr flight cancelled. arrived airport everyone else wandering seeking answers. staff either told go online - bit difficult ba systems ring ba. ha ha go home - helpful live two hours lhr. miracle app sprung life, managed get one last 10 seats evening flight. sat arrivals coffee shop - soon ran seats. 12.00 midday us trying get airside use lounges one allowed departures two hours prior flight supposedly crowds. pointed ba provided refreshments - told put claim in. eventually got departures made security. ba customer services note oxymoron - consistent queue 20 people ba still cancelling/rearranging flights passengers airside. boarded flight 45mins late. sat tarmac pilot told us delay trying 'reconcile' luggage. took given one small bottle water cereal bar five-hour flight purport top-class airline fact ryanair finesse. staff fine miserable treated badly like remind best difficult situation - well passengers. aircraft cramped worn. reluctant use egyptair flew home new aircraft good entertainment system provided hot meal snack price ba ticket. earth ba justify prices? management sacked ultimately blame ruination airline.",Negative
"british airways getting worse worse, flight 8 mins late. luggage taking hours arrive. communication whatsoever anyone. can't reached phone answer delays emails, do. app crashing times. change aircraft without notice, even pay seat, staff say nothing do.",Negative
paid 3 business class seats london new york. got downgraded airport check overbooked business class. couldnt even provide compensation refund. told call customer service submit form. unbelievable. unacceptable. never again.,Negative
"absolutely shambolic customer service. lounges heathrow outdated service terrible, waited hour chosen food/drink order brought me. ended getting told so. board product average.",Negative
"flight back athens different airline delayed, causing us miss first flight home. understand required help due delayed flight different airline. what's worse went ahead canceled tickets connecting flight, would able make based another flight found, causing us buy much expensive tickets home resulted us overnight layover buy hotel room top ridiculously expensive last minute tickets. absolute worst customer service ever dealt with, never flying again.",Negative
"flight took two hours late described shambles airport. airbridge aircraft acceptable. aircraft better outbound flight, screen small. serving 2/3rd cabin, first choice. vegetarian dish chicken dish economy cabin. airline must know vegetarians order meal, include choice. also, offer roll ham/cheese breakfast 12 hour flight cost saving. hot breakfast offered. 90 minutes connecting flight, due late arrival, made staff aware. whilst let others passengers flight first, staff assist getting us flight. struggle get connecting flight. arriving glasgow, got txt say bags make flight. first time using ba premium likely last.",Negative
"mistake booking made ba. got email say ""contact us discuss"". took 30 contact attempts spanning 7 hours still resolved. absolutely shambolic customer support ever experienced. still waiting call back promised 2 weeks ago.",Negative
"economy cabin surprisingly underpopulated flight, 30 passengers, business class three-quarters full. boarding therefore mercifully quick take-off schedule. sadly, ba59 makes use old club world product, seems like step back time experiencing new club suite ba42/43. good points old club world - drawer capable taking laptop comfortable seat flat - those, embarrassment. tiny, poorly responsive screen almost beyond belief. service perfunctory meal service conformed current, overly cautious, post-covid requirements, everything served time. mean meal done relatively speedily, lacklustre experience contrast ba's competitors smacks continued cost-cutting. queues three toilets business class unacceptable times limited attention paid keeping clean. arrival schedule, covid paperwork processing meant hour able collect baggage.",Negative
"british airways continues go downhill. flew business class experience like economy 20 years ago except glass champagne. packed full 3x3 seats issue day before. even werent, seat pitch width economy. gone little pretend tables middle seat give illusion style. food dreadful. flight service unsophisticated. ba used acceptable european business class. dont more. european airlines offer much better flight experience business class comparison. ba taking premium frequent flyers granted treating us like mugs. miss politeness old ba business class around 5 years ago, used look forward it, small gestures like hanging coat, giving hot towel, nice food, served galley, rather manky trolley. covid reason - years cost cutting result dreadful.",Negative
"outstanding! warm, smiling welcome board, flight excellent. flight crew friendly, attentive professional. detailed announcements flight deck well. food wine good indeed. premium economy product ba also good. comfortable seats, foot leg rests decent recline. fr superior airline atlantic routes.",Positive
"british airways scrapped mandatory wearing face masks onboard flights, although pretend publicly policy remains. ba454 london malaga 25th february, across 6 visible rows around 7 24 passengers wearing face masks - one them. long meal / drinks service cleared, remained like landed deplaned. cabin crew frequently aisles word said non compliant passengers, left aircraft staff bidding farewell. guess scared remind people follow rules?",Negative
"ba got wrong 6 hours delay, food voucher 4 pounds information advice. staff serve waiting passengers. attitude towards passenger one dispensable commodity.",Negative
check iad quick easy. lounge washington ba lounge good. sound pre flight food offerings overnight flight. flight time boarded promptly. eaten opted sleep. full dinner breakfast service wanted it. slept well. time arrival quickly made t5 arrivals lounge excellent.,Positive
"old planes, poor food minimal leg room economy. check procedure online work fellow travellers. special meal request given weeks advance food allergy ignored. spoke ba customer service representative soon landed heathrow said could help referred telephone line said referred online complaints form. trying weeks raise concern food allergies prevent happening others reply via complaints website twitter. telephone hotline also currently unavailable.",Negative
"ba got everything right. allowed evening check , allowed lots time staff help paperwork needed travel us. day travel half term airport busy. spite security lounge 5 minutes. lounge clean, staff proactive food served quickly. good range drinks. easy transfer c gates. aircraft ready, boarding quick well organised. pre departure drinks served. cabin crew excellent provided good service. food new club world menu options roast beef excellent. although older club world product clean well maintained. time arrival, baggage fast. overall excellent flight feels like ba improving offering time many providers use covid excuse service cut backs well done",Positive
appalling customer service - cancelled flights rebooked us confirmed change hotel reservation part inclusive booking. hours hours telephone response get recorded message say can't take call. respond emails sent complaints line.,Negative
"past november/december flew washington-london return and, strength trip first two years, inflight service quality appears pretty much returned pre-pandemic status quo ante. cabin clean well maintained, seats comfortable, food drinks good including tasty hertfordshire roast pork return leg, ba cabin crews remain best business. one number bookings re-book number times due flight cancellations, contrary experience many here, re-bookings handled courteously thoroughly although number lengthy waits hold, present circumstances that's expected. good see everyday product held well amid dreadful time, i'm looking forward future trips ba.",Positive
"best experience ever airline. initial flight dubai canceled royal air maroc find new flight last minute. found booking extremely simple. unfortunately, cancel flight day departure. called customer service, waited 20 minutes could speak someone within 15 minutes, flight canceled offered full refund. person line extremely nice, understanding willing help us. never dealt nice employee airline. got full refund credit card day after. usually chose cheapest flight ticket, regardless airline, on, ill definitely make sure check british airways first.",Positive
"boarding slow uncomfortable account lack air-con gate. club suite cabins 3/4 full, rest plane can't much 20% occupancy. whether reason cabin crew flight cut bare minimum hard say, certainly work hard covering multiple cabins. despite that, drink food service business efficient, current policy serving courses meant dinner done dusted two hours take-off, real bonus night-time flight. however, quality food remains mediocre best pasta dish almost inedible. club suite big improvement ancient cw product, although storage funny arrangement tiny compartments invite losing smartphone two. one definitely misses drawer foot level old cw. large screen really improves viewing experience whole ife system much responsive. new seats significantly aid sleeping, particularly there's obvious ridge level base spine. waking two hours touchdown definitely recommended order get breakfast avoid usual queues toilets. performance flight deck usual high standard arrival twenty minutes ahead schedule. progress border control speedy baggage collection delayed unspecified reasons. overall, good flight.",Negative
"unfortunately flown new club world cabin time incredibly old plane. good cabin crew tried make trip pleasant possible. bad in-flight entertainment, screens unwatchable worked, wifes didnt, post ipad era dont live up. food okay without anything special served once. apparently crew explained shortage staff. im afraid ba lot regain standing aviation world, competition fierce sit laurels.",Negative
"return trip cape town durban club class highlighted inconsistency. outbound trip december good respects, whereas return trip disappointing. check fine, apart agent failing label one bags priority, resulting long wait third bag. lounge busy, complaints. went boarding gate check time indicated screen, sign activity, although screen still showing gate departure time. shortly thereafter two ground staff appeared approached said flight delayed 1330 1410 gate changed lower level bus gates. informational screens updated delayed time new gate. checked flight radar app, showed aircraft started durban, flown cape town, port elizabeth, back cape town, clear time hope time flight. fact looking schedule turn around times always going late. boarding eventually started 1400 departure 1430, 60 minutes late. drinks service started 30 minutes later, followed lunch. food good wine offering mediocre, club standards. price good wines south africa excuse serving poor wine. lunch service quick, crew disappeared behind curtain offering top drinks unless specifically requested. overall disappointing flight lacklustre crew",Negative
"used british airways first time admit impressed service! firstly, want thank lady assisted weigh luggage. flight 16:10, however due unforeseen circumstances, arrived airport around 15:40. convinced going miss flight queue long. stood minutes realized would miss flight. went ""club check-in"" lady incredibly kind me. cannot believe patience even though fault. weighed luggage able board flight successfully. aware airline gives free meals. got sandwich drink option choose vegetarian chicken. personally love free stuff ditching flysafair even though excellent service well near future, unfortunately. diversity; first time flew 2018 admit never seen diversity amongst cabin crew staff however british airways different. staff kind friendly well. wonderful experience fly guys!",Positive
"recently unfortunate privilege travelling british airways detroit bangalore back. given long arduous journey multiple layovers, decided spend extra get business class ticket. quickly dissuaded misconception special spent extra money business class. shoddy service rudeness insolence ground staff, experienced nothing frustration insecurity throughout journeys. trump stranded london missed connection spending close 3 hours get front counter rebook flight. business class traveller bearing told stand one gigantic line wait turn. special passengers escorted club world check in. asked lady, told us continue standing would come back get us counter freed up. needless say never did. finally got turn extra help ground staff running around frenzy rebooked. come back question: big corporations lie accountability? would spend hard-earned money something gave nothing extra? shame british airways complete disregard passengers. stop lying update promises!",Negative
"flown ba many years today another poor experience ive witnessed airline decline sub-par service. understand its tough two years airlines bas decline started pandemic truly plummeted. enormous queues jfk ba check-in terminal 7. even priority lane standstill least half hour people started complaining theyd miss flights. terrible efficiency check-in counters. times, one member staff processing people whilst ba staff stood around phones chat. one member staff stopped processing man desperately trying catch flight order start processing someone else jumped in. interior plane generally filthy, crumbs, bits food, stains, marks around seating area. give single wet wipe used think hands see passengers wiping surrounding area. good courteous members staff also awful members staff behave unprofessionally. particular flight one cabin crew swearing colleague back plane apparently wasnt pulling weight. poor. used proud ba flyer feel like im clinging airline status doesnt actually provide better service days.",Negative
"entertainment selection sub par, minimal selections new releases new releases. food left something desired. two seats row earphone jack didnt work. plane either uncomfortably hot cold, find medium temp. overall basic generic airline.",Negative
"straightforward friendly baggage drop. south lounge, polite conversation used lounge before, indication busy nowhere sit considering even 1.5m distancing. roam entire lounge, lugging bags carpeted floor, success all. gave 20 minutes decided try another lounge. arrived everything actually right front us actually found somewhere sit 5 minutes looking around. menu basic eggs, hash browns breakfast cakes muffins. ordered frittata hungry. made way self-serve coffee counter basic coffee straight away put flies hovering croissants fruit. flight departing gate take train rub salt wound told dxb flight usually leaves shouldve gone lounge near there. looking individual cubicles honest top reason choosing business class gave heart. however, doors cannot close till take off. asked artisan crisps biscuits menu took hour. lunch came another almost hour. asked could swap puddings crumble person, said surely try clearly didnt, apologies even trying. portions small, plus saw quite fellow passengers sleeping lunch asked could finished. chocolates lindor. nothing special amenities, toilets different youd expect, amenity kit basic, duvet seemed well used. worth almost 4 times amount regular ticket. naive trust claims world class standards.",Negative
"glasgow one check desk open. huge queue business check in. took close hour bagdrop. getting onto aircraft glasgow, hello crew getting off. normally find ba cabin crew nice. breakfast tired looking croissant. used ba lounge terminal 3. keen new table service. poor choice miniscule portions. lounge staff nice directions. arrival lhr coach transfer t5 t3. packed like sardines. much social distancing. flight lhr pisa delayed boarded sat aircraft another 2hrs 30 mins. captain advised us tow truck push back eventually arrive baggage handlers load containers. drinks anything offered waited. food even worth mentioning. far club europe goes worth extra cost. priority baggage mine last onto belt pisa, seats economy seats centre one blocked off. first officer summed arrived pisa- sorry folks trip pretty poor show ba, right. return trip hogmanay left time. i've never flight pisa left time. pisa lounge nice enough food choice laughable. board gave food miss. heathrow back glasgow flight left time. food antipasto sort declined. cases last again. club europe really worth money economy cabin. would thought ba would food onboard service since cabin is.",Negative
"two years unable fly second home south africa covid, fantastic back board ba flight cpt, club suite seats 1k 2k boot. seats huge improvement old yin-yang cw seats terms privacy, ease access ife screen, cabin still felt densely occupied seats uncomfortable lying flat. storage mixed blessing, too, three rather fussy little compartments rather decent sized drawer old cw, meaning laptop would stored above. food onboard woeful, although serving three courses time least mean dinner service dragged out. cabin crew went business dutifully little enthusiasm, usual queues toilets. flight uneventful landing less time. cpt efficient arrangement checking forms immediately leaving airbridge queues immigration. good back!",Positive
"paid $1189 round trip flight london back premium economy. bumped seat flight back, told i'd issued refund. instead issued refund contact several different methods, phone, website, twitter, finally email. told i'd getting $229.16 back, less half $589 paid upgrade. instead refunded $14.58. emailed told i'd getting $115.16 back. emailed saying add original amount told getting simply replied ""that's final amount."" turns meant taking back initial refund $14.58 getting $115.16 total. emailed asking changed amount they've yet respond. called morning explaining politely calling hung me.",Negative
"nice return flight ba. add previous review, really like ba organises boarding disembarking processes groups, super comfortable 100+ passengers dont jump sweat queue gate even there. a320 new cabin fresh feeling nice mood lighting. row 1 enhanced legroom thus, makes 1-hour hop comfortable. again, amazing staff, even attentive accommodating gold level passengers: always coming asking help needed. lovely humus, beetroot quinoa salad food. great wifi really competitive pricing + think great also food / alcohol offered buy online travel classes. domestic t5 arrivals breeze.",Positive
"overall, lovely flight ba edinburgh christmas holidays. lounge ok, quite worn out, although staff food nice much better travelled last time. although plane seemed old, cabin felt fresh, clean, temperature perfectly adjusted liking around 22-23c funky lighting. although seats economy, pretty comfortable 1-hour hop much better air france together enhanced legroom row 1 wonderful gold card passengers, ba automatically reserves row 1 club europe enhanced legroom think great touch. crew especially purser phenomenal: extremely friendly, adaptive needs professional, leaving pleasant flight aftertaste. afternoon tea catering lovely short flight: sandwiches scones tasty. actually fan well-presented, however simpler meals board; opinion, tastier give feeling trust. quick hop, ba ticked marks comparison, cdg-lhr leg air france presented ‘chic cold starter, however, me, looked bit complicated and, except duck terrine, rather unappetising / klm served super nice simple chicken caesar paper box. one big drawback first wing experience t5: queue long decided go regular lines instead. its quite disappointing given much money regular flyers / companies spend earn gold status. nevertheless, flight and, importantly, crew completely negated drawback. flight £200 one way £600 return incl. transfer kirkwall pretty expensive, however, service seemed like worth money.",Positive
"flying covid always challenge. bas verifly app worked perfectly on-line check-in seamless. bags drop t5 seamless boarding done efficiently zones. although older 777 refurbished everything new clean. cabin crew credit airline – smartly dressed, friendly keen please. offered two drinks lunch served, drinks meal. food acceptable given tasty sandwich landing. obviously economy but, 8 hours flying, arrived relaxed unstressed.",Positive
"flew nashville via chicago first. excellent check security. lounge good. food drink choices good. first cabin 787 8 seats. comfortable seat, entertainment little clunky. cabin service top banana!! food drinks choices tastes amazing aircraft. special call stewart tim. credit ba.",Positive
"low expectations business class ba european routes flight even worse. t5 mess 90 minute queue check bags tons people arriving late. check guy seemed clueless turkey needs pcr etc. ba lounge joke went got sushi restaurant - mulled wine crowded lounge bad round. boarding chaos left hour late. a320 jammed full business class little legroom middle seat free, might well fly low cost carrier seat. inflight screen overhead screen. although curtain closed economy people used forward bathroom crew sending back. salvation pretty decent shepherds pie red wine otherwise would avoid flying ba. next day flew aircraft type bahrain another carrier proper business class seat flight screen, headphones, good food drinks, arabic coffee, dates gracious service. ba hang head shame.",Negative
"we've used new club world first time delighted new configuration. privacy afforded much better, in-flight entertainment storage brilliant. unfortunately, lethargic crew ever meal served basically disappeared. wines warm, even forgot offer wife drink lunch, also pair used socks storage cabinet. heathrow nightmare often happens. 5 minutes early rewarded 40-minute wait gate, 2.5 hour wait luggage, absolutely shocking covid times.",Negative
"flight yesterday 18/12/2021 due take 1215, soon reaching gate first passengers called pre-boarding, gate staff said aircraft given permission land aberdeen due poor weather. airport information kept telling passengers go gate hour half passengers learned flight cancelled via ba app, join line customer service desk, took two hours reach desk case, reaching desk told automatically booked following mornings flight offered overnight hotel. meet needs requested cancellation get bags back, told cancel booking ba app, could desk. directed via gate collect bags, meant go via uk border reach baggage belt, waited bags 3 hours automatically stored bags following days flight. ba staff rude dismissive customer complaints length time bags taking arrive, like fault cancelling alternative flight offered next day.",Negative
"first time flown ba business class 777 aircraft hopefully last. firstly, check-in crew great - friendly helpful. manual check-in, machine, always much nicer. complaints department. food journey adequate choice starter, desert 3 choices main course, business class seating 2-4-2 alternate seats facing backwards, centre seats. those, either facing stranger aisle seat, put screen claustrophobic bubble. cannot see out. cannot see passengers. slightly better wife myself, would utterly awful shut space stranger. nowhere put glass, bottle water, book, glasses within easy reach, unless keep table down. business class seats tuck bag seat front take landing, nowhere put bag, everything go overhead locker, missing first 4 rows centre seats, much storage space. row 1 get climb legs leg rest person aisle seat row 2. travelling solo centre seats always case, normally if, couple, take aisle centre least climbing partner's legs, stranger. 5ft 10 could manage. wife 5ft 4 could get without disturbing passenger row behind. reading light hopeless shine book light controlled handset work all. utterly awful design certainly make us avoid ba future, possible.",Negative
"claimed miles right trip beginning august, took almost 4 months reply surprise reject request without providing reasons. sent complaint per e-mail still get reply. 4.5 months still waiting answer. furthermore, many people wearing masks asked flight attendants allowing people wear masks said medical exceptions. ordered drinks replied needed pick ourselves, business class customer service.",Negative
"british airways taking reservations cancelling flights without giving reasons. plans needed cancelled flights. ba nothing ease process offered absolutely explanation flight cancelled, going travel ba may travel year all.",Negative
"flight booked january 2022, send email beginning december informing flight changed. second flight moved next day, making layover 26 hours, called them, told cancel. kind answer that? mean still need fly going, booking another airline closer day flying expensive. big inconvenience even get apology, cancel!",Negative
"future travel voucher singapore london thought would perfect flight relocate home. i'd impression simple process - call book onto route i'd previously paid previously cancelled ba - new date. wrong was. first, pay top flight - significant amount, equivalent around value original flight redemption ticket part cash part airmiles. price increases fact flying peak times. extra charge also meant overall paid face value online price time ticket flight, well still keeping airlines i'd redeemed. explained online price redemption prices differ that's system works. however, taken refund would lost lot money administration fees. desperate situation losing hundreds pounds matter did, cut losses booked flight. least thought did. call centre agent - previously explained working remotely manager supervision way escalate issues - took card details including full card number, dates, cvc code - explained flight ticket receipt payment extra bag would follow. week later, still ticket, details, charge card, booking reference - nothing. called confirm. call centre agent reached apologised advised would escalate bookings team took card details. again, waited another week, sign booked onto flight. thus began cycle increasingly frequent desperate calls british airways repeatedly failed simple task booking flight, spanning 6 weeks. friday monday flight, sat tears another ba call centre agent promised get flight book extra bag. next day - around 48 hours due fly, finally got booking reference yet still failed charge add extra bag. luckily, noticed check details managed add bag online. whole experience stressful, costly, resulted spending hours days phone listening british airways hold music. furthermore, significant cutback bas inflight catering service due covid, resulting smaller portions, leaving quite hungry long flight. though i've flown ba repeatedly problems past, service gone significantly downhill.",Negative
"extremely disappointed trip experience. gold mvp 100,000+ miler alaska airlines. ticket travel wasnt linked alaska airlines. speaking alaska representative, confirmed due lack effort british airways accomplishing task. could look lack effort even though frustrating. main issue ticketing flt connection process. departed egypt morning connecting tickets hand. arrived usa apparently alaska 2449 flt changed 5 hour later flight completely different airline delta. without notifying customer. found trying go security seattle, said ticket valid. go alaska airline find issue was. explained british airways rebooked delta. took 30mins customer service. go delta sort mess out. frustrated.",Negative
"british airways seems happy encourage spread covid. took 7am flight t5 heathrow paris cdg 22nd november, boarded bus remote gate. bus driver insisted packing bus maximum possible load, standing door telling customers squeeze right leaving terminal bus full. result passengers bus packed tight maximum facial distancing 15cms! second coach aircraft followed minutes later 15 customers it. shameful ba ground staff exercise control nothing check bus boarding process, whilst flight okay, serves underline ba seem happy disregard covid-19 safety protocols airport environment. contrast, recent air france iberia flights, ground staff much disciplined actually try control customers. maybe underlines laissez faire attitude covid prevails uk.",Negative
refused early check told come back 2:30pm 5.05pm departure. staff 2:45 staff members inexperienced poor attitude taking lot time passenger.,Negative
"check ok, documents scanned without problems. flight delayed 50 minutes due crew members stuck m25. airlines fault. 3 replacement crew found boarding onto new a321 neo went ahead. club europe cabin 12 rows economy seats middle seat blocked off. 5.11 tall, fit ok, however anyone taller might struggle limited leg room. inflight service stop - start affair, nothing write home about. crew failed work team. go galley get extra drinks. even served cool coffee filter paper bottom cup. landing disembarking went without hitch included bus ride terminal. ba's finest hour.",Negative
"arrived south airport tenerife 2 hours departure, iberia opened check in. even full flight waiting, usual check process post covid took place, usual errors paperwork slowing things down. passing security fine iberia lounge 160 person capacity serve drinks simple selection cold food. boarding done 15 meter long bus ride plane parked gate. sure why. plane new a321 neo, 14 rows club seating. seat ok 4 hour flight, anything longer would expect club europe leg room couple inchs knee seat front. food drink good, served steel cutlery glass tumblers. good selection wine go average salad. overall ok experience great cabin crew.",Negative
"1h queuing check-in desk, told booked seat available. sell seats have?",Negative
"flew club europe london - tenerife south 5 november returned 12 november. club europe seats comfortable - pay lot exactly leg room middle seat 3 empty spread tiny bit. fare would hope least couple inches leg room - would make huge difference. least get meal outbound cottage pie inbound sausage mash bad drinks service. however, inbound ba white wine - apparently problem suppliers. pre-book seats due extortionate fees pre booking. airline charge pre booking seat premium classes. back flights: new, nearly near a320, smooth timing issues good respect. good check experience tenerife south - tacked onto end large tui check queue. also great lounge - vip lounge merely adequate ok seating hour two. would recommend - still reservations exactly ba trying become.",Negative
"3 hours standing line boarding pass. airline would allow obtain boarding pass electronically. said flight overbooked adult daughter got bumped flight. yes, used verifly. flight delayed least 30 minutes. unorganized slow! getting seat advanced performed like airlines. wait even though paid it. avoid airline costs! absolute worst!",Negative
"trying get hold ba change return flight past week now. cant change online i'm flying another city service unavailable online. i've tried live chat several times waited 2.5 hours told there's one available business hours. tried calling line always drops end. customer service non existent. however, course call ""new booking"" line someone immediately picks course, however can't help put anyone apparently. shambolic excuse airline deserve national airline. problems i've flying throughout covid work unfortunately. easier change flights domestic latin american airlines even speak spanish.",Negative
"whole experience sickening, 3.5 grand spent holiday customer service shambles. drop menu drop menu stating wanted complain about. would even allow add tier points. flight london marred problems. london received upgrade email fast track vip lounges due amount spent. never happened treated paupers wherever showed email. change planes side airfield. resort riu paradise beach riddled bad food, drugs bad attitude complained fobbed knew ba staff sound too. return journey shambles delays finally arriving back manchester completely exhausted needing another holiday. light end horrid tunnel virgin atlantic started route month. know better option.",Negative
